WHEN_TIMESTAMP,ACTIONS_CRM_CONTACTS,ACTIONS_CRM_COMPANIES,ACTIONS_CRM_DEALS,ACTIONS_EMAIL,USERS_CRM_CONTACTS,USERS_CRM_COMPANIES,USERS_CRM_DEALS,USERS_EMAIL,id
2019-12-09 00:00:00.000,0,0,0,0,0,0,0,0,2151
2020-03-16 00:00:00.000,0,0,0,0,0,0,0,0,142
2020-03-16 00:00:00.000,63,87,0,0,2,2,0,0,3041
2019-07-01 00:00:00.000,74,0,25,2,1,0,1,1,64
2019-08-26 00:00:00.000,0,1,0,0,0,1,0,0,102
2020-07-06 00:00:00.000,19,16,0,0,3,3,0,0,2652
2019-08-19 00:00:00.000,4,12,1,0,2,1,1,0,195
2020-05-25 00:00:00.000,2,0,0,0,1,0,0,0,3120
2019-01-28 00:00:00.000,11,0,0,0,2,0,0,0,20
2020-01-13 00:00:00.000,0,0,0,0,0,0,0,0,3329
2020-01-13 00:00:00.000,537,0,1624,14,32,0,72,2,65
2020-03-09 00:00:00.000,3,0,68,0,2,0,2,0,158
2019-06-10 00:00:00.000,349,70,212,7,11,5,18,3,200
2020-07-06 00:00:00.000,11,0,39,4,1,0,4,2,55
2019-06-24 00:00:00.000,60,0,56,6,4,0,4,1,91
2020-03-02 00:00:00.000,392,186,3,0,3,3,1,0,2652
2019-11-18 00:00:00.000,30,0,0,0,1,0,0,0,3289
2019-08-05 00:00:00.000,2,1,0,0,2,1,0,0,151
2020-06-22 00:00:00.000,52,6,1,0,3,2,1,0,3490
2019-04-08 00:00:00.000,3,0,0,0,1,0,0,0,7
2020-04-27 00:00:00.000,43,0,3,0,3,0,1,0,186
2019-06-24 00:00:00.000,0,0,0,0,0,0,0,0,731
2019-10-21 00:00:00.000,62,0,1,0,3,0,1,0,1436
2020-05-18 00:00:00.000,22,2,14,0,2,2,2,0,18
2019-09-30 00:00:00.000,0,0,0,0,0,0,0,0,3483
2020-02-03 00:00:00.000,713,153,618,24,26,14,22,1,115
2020-01-20 00:00:00.000,216,1,0,0,1,1,0,0,2683
2019-09-23 00:00:00.000,0,0,0,0,0,0,0,0,664
2019-12-23 00:00:00.000,0,0,0,0,0,0,0,0,3438
2020-03-23 00:00:00.000,511,63,387,2,15,11,15,1,118
2019-11-25 00:00:00.000,1,1,0,0,1,1,0,0,1794
2019-01-28 00:00:00.000,0,0,0,0,0,0,0,0,3490
2020-06-22 00:00:00.000,1165,1811,110,7,13,11,14,3,68
2020-05-25 00:00:00.000,0,0,0,0,0,0,0,0,91
2019-12-30 00:00:00.000,4,0,0,0,3,0,0,0,5108
2020-05-25 00:00:00.000,7,1,0,0,2,1,0,0,185
2020-07-13 00:00:00.000,194,177,45,0,2,2,1,0,5034
2020-06-08 00:00:00.000,0,0,0,0,0,0,0,0,190
2019-05-27 00:00:00.000,0,0,0,4,0,0,0,1,56
2020-01-27 00:00:00.000,0,0,0,0,0,0,0,0,99
2019-02-18 00:00:00.000,2,0,0,0,1,0,0,0,32
2020-01-20 00:00:00.000,0,0,0,0,0,0,0,0,155
2020-06-22 00:00:00.000,0,0,0,0,0,0,0,0,870
2020-05-11 00:00:00.000,0,0,0,3,0,0,0,1,2956
2020-07-13 00:00:00.000,4,1,26,0,2,1,2,0,59
2019-11-25 00:00:00.000,4,0,0,0,1,0,0,0,137
2020-03-09 00:00:00.000,0,0,0,0,0,0,0,0,723
2019-12-09 00:00:00.000,3,0,0,0,1,0,0,0,2659
2020-03-16 00:00:00.000,0,0,0,0,0,0,0,0,4610
2020-03-30 00:00:00.000,0,0,0,0,0,0,0,0,4370
2020-04-13 00:00:00.000,57,23,68,1,4,3,4,1,67
2020-01-20 00:00:00.000,2,0,1,0,1,0,1,0,1513
2019-07-15 00:00:00.000,0,0,0,0,0,0,0,0,2948
2020-06-08 00:00:00.000,9,0,0,0,1,0,0,0,1569
2019-07-29 00:00:00.000,186,0,0,0,7,0,0,0,157
2019-03-18 00:00:00.000,321,0,2,0,12,0,1,0,157
2020-06-01 00:00:00.000,4,1,1,0,2,1,1,0,4945
2019-08-19 00:00:00.000,319,19,29,0,6,3,2,0,1
2020-04-06 00:00:00.000,0,0,0,0,0,0,0,0,66
2019-08-05 00:00:00.000,0,0,0,0,0,0,0,0,3974
2020-01-20 00:00:00.000,0,0,0,0,0,0,0,0,3521
2020-07-27 00:00:00.000,241,48,49,2,11,6,9,1,73
2019-10-14 00:00:00.000,0,0,0,0,0,0,0,0,3394
2019-03-11 00:00:00.000,2,12,5,0,1,1,2,0,30
2019-01-21 00:00:00.000,33,6,0,0,4,2,0,0,2825
2019-06-10 00:00:00.000,0,0,0,0,0,0,0,0,128
2019-02-25 00:00:00.000,4,1,0,0,1,1,0,0,5152
2020-02-17 00:00:00.000,0,0,0,0,0,0,0,0,1266
2019-09-02 00:00:00.000,0,0,0,0,0,0,0,0,4565
2020-03-02 00:00:00.000,0,0,12,0,0,0,2,0,196
2020-05-25 00:00:00.000,107,40,42,0,4,4,6,0,136
2020-02-10 00:00:00.000,0,0,0,0,0,0,0,0,2872
2020-05-25 00:00:00.000,0,0,0,0,0,0,0,0,3539
2019-09-30 00:00:00.000,0,0,0,0,0,0,0,0,1655
2020-06-08 00:00:00.000,0,0,0,0,0,0,0,0,3648
2019-12-30 00:00:00.000,10,0,0,0,1,0,0,0,2205
2020-05-04 00:00:00.000,13,1,3,0,3,1,1,0,75
2019-06-03 00:00:00.000,0,0,0,0,0,0,0,0,4919
2019-04-29 00:00:00.000,1029,111,617,1,15,12,11,1,3
2019-09-09 00:00:00.000,10,0,7,0,2,0,2,0,2911
2020-05-04 00:00:00.000,72,13,7,9,9,2,1,4,118
2019-12-09 00:00:00.000,0,0,0,0,0,0,0,0,490
2019-06-10 00:00:00.000,2,1,0,0,1,1,0,0,3247
2019-12-09 00:00:00.000,0,0,0,0,0,0,0,0,1532
2019-06-17 00:00:00.000,0,0,0,0,0,0,0,0,1411
2019-10-28 00:00:00.000,8,0,0,0,2,0,0,0,123
2019-10-21 00:00:00.000,0,0,0,0,0,0,0,0,151
2019-01-28 00:00:00.000,10,2,0,2,2,1,0,1,65
2019-10-07 00:00:00.000,0,0,0,0,0,0,0,0,1778
2019-11-25 00:00:00.000,0,0,1,0,0,0,1,0,3569
2019-09-09 00:00:00.000,69,0,0,0,4,0,0,0,3664
2020-05-18 00:00:00.000,154,0,0,0,1,0,0,0,1591
2020-06-22 00:00:00.000,58,1,84,0,4,1,4,0,158
2019-11-11 00:00:00.000,4,10,0,0,1,1,0,0,3828
2019-12-09 00:00:00.000,2,3,0,0,2,1,0,0,24
2020-07-20 00:00:00.000,0,0,0,0,0,0,0,0,1983
2019-05-13 00:00:00.000,0,0,0,0,0,0,0,0,4339
2019-12-02 00:00:00.000,993,1,23,0,8,1,4,0,4
2020-06-01 00:00:00.000,26,0,0,3,1,0,0,1,3159
2019-05-20 00:00:00.000,1,0,0,0,1,0,0,0,742
2019-11-25 00:00:00.000,2,0,0,0,2,0,0,0,3413
2019-04-22 00:00:00.000,0,0,0,0,0,0,0,0,3300
2019-04-01 00:00:00.000,0,0,0,0,0,0,0,0,4221
2020-02-24 00:00:00.000,0,0,0,0,0,0,0,0,3489
2019-12-02 00:00:00.000,1,0,0,2,1,0,0,1,2323
2020-01-27 00:00:00.000,0,0,0,0,0,0,0,0,2523
2019-10-28 00:00:00.000,7,7,44,0,1,1,1,0,2476
2020-07-20 00:00:00.000,38,15,114,0,4,4,6,0,176
2020-01-13 00:00:00.000,2,0,0,0,1,0,0,0,1356
2020-02-24 00:00:00.000,1,0,0,0,1,0,0,0,1266
2019-11-18 00:00:00.000,0,0,0,0,0,0,0,0,4441
2020-07-13 00:00:00.000,0,0,0,0,0,0,0,0,3746
2020-07-06 00:00:00.000,0,1,13,0,0,1,3,0,2083
2019-04-29 00:00:00.000,0,0,0,0,0,0,0,0,3254
2019-05-20 00:00:00.000,1,1,0,0,1,1,0,0,1640
2020-02-24 00:00:00.000,0,0,0,0,0,0,0,0,3743
2019-12-30 00:00:00.000,0,0,0,0,0,0,0,0,4946
2020-03-16 00:00:00.000,0,0,0,0,0,0,0,0,3834
2020-02-10 00:00:00.000,0,0,0,0,0,0,0,0,933
2019-08-12 00:00:00.000,0,0,0,0,0,0,0,0,1898
2020-03-16 00:00:00.000,7,0,0,0,1,0,0,0,42
2019-08-19 00:00:00.000,1,0,1,0,1,0,1,0,4328
2020-03-16 00:00:00.000,0,0,0,0,0,0,0,0,1113
2020-03-30 00:00:00.000,22,37,42,0,4,4,5,0,4779
2020-04-20 00:00:00.000,7,0,23,0,2,0,2,0,3448
2020-03-02 00:00:00.000,0,0,5,0,0,0,1,0,2338
2019-02-25 00:00:00.000,60,36,6,0,3,2,2,0,75
2020-02-24 00:00:00.000,28,10,6,0,3,1,2,0,53
2019-10-07 00:00:00.000,10,4,0,0,2,1,0,0,142
2020-05-25 00:00:00.000,0,1,0,0,0,1,0,0,345
2019-04-01 00:00:00.000,274,1,0,2,3,1,0,1,133
2020-06-01 00:00:00.000,0,0,0,0,0,0,0,0,1694
2020-02-03 00:00:00.000,1,5,0,0,1,1,0,0,3888
2019-08-26 00:00:00.000,8,0,17,0,1,0,1,0,1949
2019-01-28 00:00:00.000,0,0,0,0,0,0,0,0,1902
2020-02-10 00:00:00.000,11,0,55,0,1,0,2,0,3903
2020-01-13 00:00:00.000,126,2,59,0,7,2,5,0,111
2019-11-25 00:00:00.000,0,0,0,0,0,0,0,0,2811
2019-05-20 00:00:00.000,0,0,0,0,0,0,0,0,26
2020-02-10 00:00:00.000,0,0,0,0,0,0,0,0,3659
2019-07-15 00:00:00.000,7,0,0,1,1,0,0,1,40
2019-06-10 00:00:00.000,0,0,0,0,0,0,0,0,4851
2020-06-08 00:00:00.000,164,1,2,1,10,1,2,1,39
2020-04-13 00:00:00.000,10,0,3,0,2,0,1,0,3722
2019-11-04 00:00:00.000,5,0,17,0,1,0,1,0,3967
2019-11-25 00:00:00.000,4,0,0,0,2,0,0,0,2188
2019-09-09 00:00:00.000,3,0,0,0,1,0,0,0,10
2020-03-23 00:00:00.000,0,0,0,0,0,0,0,0,2474
2020-07-20 00:00:00.000,43,33,0,0,1,2,0,0,2825
2020-02-03 00:00:00.000,137,0,0,9,2,0,0,2,216
2020-02-03 00:00:00.000,327,16,26,1,6,3,4,1,136
2019-07-29 00:00:00.000,0,0,0,0,0,0,0,0,43
2019-08-19 00:00:00.000,0,0,0,0,0,0,0,0,2591
2020-07-06 00:00:00.000,2,0,0,0,1,0,0,0,3062
2019-06-03 00:00:00.000,0,0,0,0,0,0,0,0,1714
2020-01-13 00:00:00.000,0,0,0,0,0,0,0,0,3296
2019-08-19 00:00:00.000,25,1,3,0,1,1,1,0,5112
2019-02-11 00:00:00.000,1023,586,157,34,38,47,27,5,85
2019-09-23 00:00:00.000,0,0,0,0,0,0,0,0,4271
2019-04-29 00:00:00.000,6,0,43,0,1,0,1,0,2166
2020-03-23 00:00:00.000,0,0,0,0,0,0,0,0,3159
2019-04-01 00:00:00.000,5,1,0,0,1,1,0,0,2165
2020-07-20 00:00:00.000,0,0,0,0,0,0,0,0,155
2020-04-13 00:00:00.000,78,161,135,0,6,8,8,0,125
2019-11-11 00:00:00.000,1,0,0,0,1,0,0,0,3062
2019-04-08 00:00:00.000,0,0,0,0,0,0,0,0,949
2019-02-11 00:00:00.000,1,0,0,0,1,0,0,0,20
2019-11-11 00:00:00.000,0,0,0,0,0,0,0,0,771
2019-06-10 00:00:00.000,2,0,0,0,1,0,0,0,4986
2020-07-13 00:00:00.000,0,0,0,0,0,0,0,0,5108
2019-06-17 00:00:00.000,0,0,0,0,0,0,0,0,1698
2020-02-10 00:00:00.000,0,0,0,0,0,0,0,0,704
2019-09-23 00:00:00.000,16,0,0,0,2,0,0,0,3496
2019-06-17 00:00:00.000,0,0,0,0,0,0,0,0,4145
2019-02-18 00:00:00.000,0,0,0,0,0,0,0,0,4845
2020-01-27 00:00:00.000,0,0,1,0,0,0,1,0,188
2019-04-22 00:00:00.000,93,128,239,3,6,7,7,2,147
2019-06-17 00:00:00.000,0,0,0,0,0,0,0,0,1208
2019-04-22 00:00:00.000,0,0,0,0,0,0,0,0,4312
2020-06-15 00:00:00.000,0,0,0,0,0,0,0,0,771
2019-06-17 00:00:00.000,15,0,8,0,1,0,1,0,1753
2020-07-27 00:00:00.000,0,0,0,0,0,0,0,0,456
2019-04-08 00:00:00.000,898,0,0,0,20,0,0,0,19
2020-03-23 00:00:00.000,0,0,0,0,0,0,0,0,99
2019-07-29 00:00:00.000,0,0,0,0,0,0,0,0,2705
2019-10-07 00:00:00.000,73,0,0,0,1,0,0,0,42
2020-03-16 00:00:00.000,80,6,50,0,4,2,5,0,7
2020-06-01 00:00:00.000,0,0,0,0,0,0,0,0,142
2019-04-15 00:00:00.000,2,0,0,0,1,0,0,0,3075
2020-07-27 00:00:00.000,106,0,905,6,23,0,59,2,65
2019-09-09 00:00:00.000,0,0,0,0,0,0,0,0,2899
2019-12-23 00:00:00.000,0,0,0,0,0,0,0,0,2064
2020-07-20 00:00:00.000,5,1,7,0,1,1,2,0,3734
2020-03-09 00:00:00.000,17,2,4,0,2,1,2,0,138
2019-04-22 00:00:00.000,266,201,0,0,1,1,0,0,2683
2020-02-24 00:00:00.000,109,94,258,1,9,5,19,1,200
2020-02-24 00:00:00.000,0,0,0,0,0,0,0,0,190
2020-05-11 00:00:00.000,1,0,0,1,1,0,0,1,2323
2019-10-28 00:00:00.000,0,0,2,0,0,0,1,0,188
2019-09-09 00:00:00.000,0,0,0,0,0,0,0,0,1462
2020-04-06 00:00:00.000,1,0,1,0,1,0,1,0,3967
2019-02-04 00:00:00.000,2,8,14,0,1,1,2,0,30
2019-03-25 00:00:00.000,1,0,0,0,1,0,0,0,561
2019-06-10 00:00:00.000,0,0,0,0,0,0,0,0,20
2019-12-16 00:00:00.000,8,1,0,1,2,1,0,1,80
2019-07-01 00:00:00.000,40,50,0,2,5,4,0,1,115
2020-03-30 00:00:00.000,0,0,0,0,0,0,0,0,2417
2019-04-01 00:00:00.000,129,1,0,0,5,1,0,0,180
2020-05-25 00:00:00.000,0,0,0,0,0,0,0,0,2265
2020-02-17 00:00:00.000,0,0,0,0,0,0,0,0,214
2019-07-15 00:00:00.000,0,0,0,0,0,0,0,0,2623
2019-08-12 00:00:00.000,1,0,0,0,1,0,0,0,3562
2020-07-20 00:00:00.000,0,0,0,0,0,0,0,0,658
2019-11-11 00:00:00.000,6,1,0,5,3,1,0,1,195
2019-09-16 00:00:00.000,0,0,0,0,0,0,0,0,4165
2019-03-25 00:00:00.000,0,0,48,0,0,0,1,0,125
2019-10-14 00:00:00.000,56,0,0,0,1,0,0,0,1329
2019-04-15 00:00:00.000,2,0,0,0,1,0,0,0,1770
2019-08-26 00:00:00.000,14,0,0,0,3,0,0,0,3289
2020-04-27 00:00:00.000,9,0,0,0,1,0,0,0,1883
2019-09-09 00:00:00.000,126,0,93,18,3,0,3,2,29
2020-06-22 00:00:00.000,1,0,0,1,1,0,0,1,4692
2020-01-06 00:00:00.000,1,0,0,0,1,0,0,0,1196
2019-05-06 00:00:00.000,2,0,0,0,1,0,0,0,3982
2019-10-21 00:00:00.000,6,34,0,0,1,1,0,0,2850
2019-05-13 00:00:00.000,0,0,0,0,0,0,0,0,188
2019-01-07 00:00:00.000,34,7,9,0,4,2,2,0,191
2019-12-16 00:00:00.000,0,0,0,0,0,0,0,0,1196
2020-01-20 00:00:00.000,0,0,0,0,0,0,0,0,955
2019-01-28 00:00:00.000,0,0,0,0,0,0,0,0,188
2020-05-18 00:00:00.000,4,0,0,0,1,0,0,0,515
2020-05-04 00:00:00.000,0,4,0,0,0,1,0,0,2395
2019-12-09 00:00:00.000,0,0,0,0,0,0,0,0,159
2020-01-27 00:00:00.000,0,0,0,0,0,0,0,0,227
2020-06-29 00:00:00.000,174,0,11,20,9,0,2,4,199
2019-03-04 00:00:00.000,12,15,55,0,1,3,4,0,3608
2019-11-11 00:00:00.000,8,4,0,0,1,2,0,0,20
2019-06-24 00:00:00.000,4,3,10,0,1,1,1,0,1753
2020-05-04 00:00:00.000,173,349,148,0,8,7,15,0,200
2019-12-16 00:00:00.000,0,0,0,0,0,0,0,0,3498
2020-01-06 00:00:00.000,0,0,0,0,0,0,0,0,3498
2019-03-11 00:00:00.000,11,6,12,0,3,3,2,0,165
2019-11-25 00:00:00.000,0,0,0,0,0,0,0,0,3489
2019-11-18 00:00:00.000,34,103,13,0,4,4,2,0,135
2019-07-29 00:00:00.000,0,0,0,0,0,0,0,0,26
2020-05-04 00:00:00.000,4,0,0,1,1,0,0,1,2323
2019-05-27 00:00:00.000,7,1,2,0,4,1,2,0,5
2019-04-29 00:00:00.000,2,0,0,0,1,0,0,0,3350
2019-12-23 00:00:00.000,0,0,0,0,0,0,0,0,987
2019-05-13 00:00:00.000,764,216,542,2,15,10,13,2,3
2019-09-02 00:00:00.000,0,1,1,0,0,1,1,0,2797
2019-09-23 00:00:00.000,378,268,28,0,6,5,4,0,13
2020-03-23 00:00:00.000,2,0,2,0,1,0,1,0,4611
2020-01-13 00:00:00.000,782,126,1276,26,39,11,44,8,148
2020-01-13 00:00:00.000,0,0,0,0,0,0,0,0,20
2019-08-05 00:00:00.000,78,3,13,4,5,2,2,1,147
2019-10-21 00:00:00.000,477,91,14,2,3,2,2,1,126
2020-03-16 00:00:00.000,0,0,1,0,0,0,1,0,417
2020-04-27 00:00:00.000,0,0,0,0,0,0,0,0,2535
2019-07-01 00:00:00.000,0,0,0,0,0,0,0,0,186
2019-02-25 00:00:00.000,1,0,22,0,1,0,2,0,178
2019-03-04 00:00:00.000,0,0,36,0,0,0,2,0,3903
2020-06-08 00:00:00.000,1,0,0,0,1,0,0,0,949
2020-01-13 00:00:00.000,697,86,822,13,22,15,17,2,115
2020-07-06 00:00:00.000,27,0,4,0,1,0,1,0,22
2019-05-27 00:00:00.000,0,0,0,0,0,0,0,0,2496
2019-08-19 00:00:00.000,4,0,0,0,2,0,0,0,36
2020-03-16 00:00:00.000,125,58,48,0,1,1,1,0,394
2019-02-11 00:00:00.000,36,12,335,0,2,2,3,0,104
2019-04-01 00:00:00.000,8,0,5,0,2,0,1,0,89
2019-11-18 00:00:00.000,352,33,330,11,13,6,19,2,58
2019-03-11 00:00:00.000,0,0,0,0,0,0,0,0,5027
2019-06-10 00:00:00.000,0,0,0,0,0,0,0,0,4005
2020-06-29 00:00:00.000,0,0,0,0,0,0,0,0,4493
2019-11-11 00:00:00.000,258,97,30,26,7,4,4,1,15
2019-05-27 00:00:00.000,17,0,1,0,1,0,1,0,155
2020-07-13 00:00:00.000,1,0,0,0,1,0,0,0,84
2020-05-25 00:00:00.000,1037,347,248,0,5,4,4,0,105
2020-03-30 00:00:00.000,110,0,0,0,4,0,0,0,107
2019-07-22 00:00:00.000,1,0,0,0,1,0,0,0,1048
2020-05-18 00:00:00.000,0,0,0,0,0,0,0,0,4065
2020-04-13 00:00:00.000,13,22,17,2,4,4,5,1,106
2019-05-13 00:00:00.000,0,0,0,0,0,0,0,0,2207
2019-09-09 00:00:00.000,0,0,0,0,0,0,0,0,4879
2019-03-04 00:00:00.000,5,0,5,0,1,0,2,0,104
2019-02-18 00:00:00.000,0,0,0,0,0,0,0,0,4534
2020-02-03 00:00:00.000,0,0,0,0,0,0,0,0,302
2019-06-10 00:00:00.000,16,0,1,0,1,0,1,0,3209
2019-11-04 00:00:00.000,9,0,0,0,1,0,0,0,2107
2019-11-11 00:00:00.000,0,0,0,0,0,0,0,0,458
2020-03-16 00:00:00.000,15,0,0,6,1,0,0,1,4565
2019-07-01 00:00:00.000,8,45,31,2,5,15,8,1,132
2019-09-02 00:00:00.000,66,3,0,0,2,2,0,0,164
2019-11-04 00:00:00.000,1762,91,34,9,43,17,15,2,34
2019-07-22 00:00:00.000,185,30,107,0,5,4,6,0,73
2019-07-15 00:00:00.000,65,0,3,0,3,0,1,0,1356
2019-10-07 00:00:00.000,0,0,0,0,0,0,0,0,2972
2020-03-02 00:00:00.000,0,0,0,0,0,0,0,0,5060
2019-06-10 00:00:00.000,364,0,10,0,4,0,2,0,4228
2020-05-25 00:00:00.000,22,0,0,5,3,0,0,1,131
2019-09-16 00:00:00.000,222,50,252,0,9,7,7,0,174
2019-09-02 00:00:00.000,1,0,0,0,1,0,0,0,2171
2020-03-30 00:00:00.000,0,0,0,6,0,0,0,1,156
2019-07-08 00:00:00.000,1060,316,25,67,33,13,5,3,34
2020-07-27 00:00:00.000,0,0,0,0,0,0,0,0,2435
2019-10-07 00:00:00.000,68,4,17,0,7,4,3,0,164
2020-03-23 00:00:00.000,7,0,1,0,2,0,1,0,2311
2020-06-29 00:00:00.000,42,47,69,0,4,4,2,0,184
2019-06-24 00:00:00.000,0,0,0,0,0,0,0,0,3052
2019-01-14 00:00:00.000,1224,0,0,0,23,0,0,0,19
2019-05-20 00:00:00.000,16,10,14,0,1,1,1,0,4933
2019-08-19 00:00:00.000,0,0,0,0,0,0,0,0,1196
2019-08-26 00:00:00.000,162,1,0,0,1,1,0,0,139
2020-01-13 00:00:00.000,3,0,0,0,1,0,0,0,4122
2020-05-11 00:00:00.000,0,0,0,0,0,0,0,0,2993
2020-06-08 00:00:00.000,0,0,0,0,0,0,0,0,2235
2019-11-25 00:00:00.000,7,10,0,0,1,2,0,0,51
2019-04-08 00:00:00.000,1,0,0,0,1,0,0,0,2759
2019-02-25 00:00:00.000,4,2,1,0,1,1,1,0,372
2019-07-29 00:00:00.000,0,0,3,0,0,0,1,0,3379
2019-02-04 00:00:00.000,1,3,0,0,1,1,0,0,372
2019-06-17 00:00:00.000,2,0,0,0,1,0,0,0,2899
2019-05-06 00:00:00.000,13,0,32,0,1,0,1,0,162
2019-12-30 00:00:00.000,0,0,0,0,0,0,0,0,2225
2020-02-03 00:00:00.000,72,7,0,0,1,1,0,0,3520
2019-08-19 00:00:00.000,0,0,0,0,0,0,0,0,1971
2019-02-11 00:00:00.000,0,0,0,0,0,0,0,0,659
2019-10-14 00:00:00.000,0,0,0,0,0,0,0,0,3011
2020-01-20 00:00:00.000,6,0,0,0,1,0,0,0,372
2019-05-06 00:00:00.000,31,0,90,0,1,0,1,0,64
2020-03-30 00:00:00.000,499,206,34,0,4,4,3,0,79
2020-01-13 00:00:00.000,0,0,0,0,0,0,0,0,772
2019-03-25 00:00:00.000,309,52,105,3,13,11,9,1,3
2019-10-14 00:00:00.000,1,0,0,0,1,0,0,0,182
2020-04-20 00:00:00.000,0,0,0,0,0,0,0,0,2873
2020-05-25 00:00:00.000,107,0,4,0,4,0,1,0,186
2019-04-29 00:00:00.000,26,0,0,27,4,0,0,1,183
2020-02-17 00:00:00.000,20,7,0,0,4,2,0,0,107
2020-02-10 00:00:00.000,0,0,0,0,0,0,0,0,3081
2019-05-27 00:00:00.000,0,0,0,0,0,0,0,0,4310
2020-07-27 00:00:00.000,46,4,17,4,3,2,2,1,1997
2020-01-06 00:00:00.000,4,0,0,0,1,0,0,0,1721
2020-03-23 00:00:00.000,4,5,0,0,1,1,0,0,3738
2020-04-06 00:00:00.000,27,14,8,0,6,6,2,0,15
2020-06-01 00:00:00.000,0,0,0,0,0,0,0,0,1731
2020-04-20 00:00:00.000,47,0,59,0,4,0,3,0,2813
2020-03-09 00:00:00.000,0,0,0,0,0,0,0,0,339
2020-05-04 00:00:00.000,6,14,9,0,1,1,1,0,2922
2020-03-16 00:00:00.000,31,0,1,0,2,0,1,0,111
2019-08-26 00:00:00.000,24,0,8,0,3,0,1,0,2911
2019-02-25 00:00:00.000,0,0,0,0,0,0,0,0,188
2019-12-16 00:00:00.000,0,0,0,0,0,0,0,0,3969
2019-02-25 00:00:00.000,0,0,0,0,0,0,0,0,1153
2019-12-02 00:00:00.000,0,0,0,0,0,0,0,0,1045
2019-10-21 00:00:00.000,75,21,27,0,3,1,6,0,54
2020-05-18 00:00:00.000,0,0,0,0,0,0,0,0,591
2019-12-16 00:00:00.000,21,1,0,0,1,1,0,0,3539
2019-07-08 00:00:00.000,3,0,1,6,1,0,1,1,40
2020-01-27 00:00:00.000,0,0,0,0,0,0,0,0,4177
2020-02-10 00:00:00.000,9,20,0,0,1,1,0,0,1347
2020-03-23 00:00:00.000,0,0,0,0,0,0,0,0,1523
2019-03-25 00:00:00.000,66,9,0,0,2,1,0,0,79
2020-06-01 00:00:00.000,84,0,0,3,5,0,0,2,2311
2019-08-26 00:00:00.000,0,0,5,0,0,0,1,0,2064
2020-05-18 00:00:00.000,0,2,0,0,0,1,0,0,988
2019-09-30 00:00:00.000,0,0,0,0,0,0,0,0,2676
2020-03-30 00:00:00.000,0,9,0,0,0,3,0,0,2099
2019-08-26 00:00:00.000,103,135,0,1,7,5,0,1,15
2019-12-09 00:00:00.000,14,0,10,1,3,0,1,1,114
2020-03-23 00:00:00.000,0,0,0,0,0,0,0,0,182
2020-06-01 00:00:00.000,0,0,0,0,0,0,0,0,5187
2020-03-16 00:00:00.000,6,1,0,0,1,1,0,0,4302
2019-07-08 00:00:00.000,0,0,0,0,0,0,0,0,1744
2020-05-25 00:00:00.000,4,0,21,0,1,0,1,0,4054
2020-03-23 00:00:00.000,0,0,0,0,0,0,0,0,3377
2019-03-11 00:00:00.000,0,0,0,0,0,0,0,0,188
2020-06-01 00:00:00.000,1,0,0,0,1,0,0,0,4878
2019-06-03 00:00:00.000,0,0,0,0,0,0,0,0,1196
2020-05-11 00:00:00.000,1,0,0,0,1,0,0,0,3084
2019-03-25 00:00:00.000,71,16,5,0,3,1,2,0,2691
2020-04-20 00:00:00.000,5,7,5,0,2,1,1,0,469
2019-11-25 00:00:00.000,24,4,24,0,3,2,3,0,107
2020-06-22 00:00:00.000,0,0,0,0,0,0,0,0,3644
2020-02-10 00:00:00.000,3,0,0,0,1,0,0,0,3697
2019-11-18 00:00:00.000,0,0,0,0,0,0,0,0,2166
2019-11-11 00:00:00.000,0,0,0,0,0,0,0,0,4441
2020-01-20 00:00:00.000,0,0,0,0,0,0,0,0,2392
2020-01-06 00:00:00.000,2,7,5,0,2,2,3,0,2427
2020-03-30 00:00:00.000,4,0,0,0,1,0,0,0,4670
2020-05-11 00:00:00.000,0,0,0,0,0,0,0,0,4945
2019-06-10 00:00:00.000,0,0,0,0,0,0,0,0,3914
2020-06-01 00:00:00.000,36,0,0,1,4,0,0,1,5196
2020-02-10 00:00:00.000,5,6,47,1,2,3,3,1,56
2019-05-20 00:00:00.000,147,29,3,3,5,3,2,1,193
2020-03-02 00:00:00.000,0,0,5,0,0,0,4,0,169
2020-05-04 00:00:00.000,34,15,37,0,3,4,4,0,100
2020-04-27 00:00:00.000,98,20,65,7,8,4,9,2,118
2019-12-09 00:00:00.000,6,0,0,0,2,0,0,0,80
2020-03-23 00:00:00.000,0,1,0,0,0,1,0,0,3785
2020-06-08 00:00:00.000,0,0,0,2,0,0,0,1,435
2020-04-13 00:00:00.000,0,0,0,0,0,0,0,0,756
2019-08-05 00:00:00.000,15,22,70,0,1,3,3,0,1278
2020-01-20 00:00:00.000,0,0,0,0,0,0,0,0,92
2019-11-04 00:00:00.000,41,33,54,0,3,2,4,0,45
2019-12-09 00:00:00.000,0,0,0,0,0,0,0,0,3247
2019-11-18 00:00:00.000,1,0,2,0,1,0,1,0,2618
2020-05-04 00:00:00.000,14,5,3,0,3,1,1,0,4229
2019-10-21 00:00:00.000,0,0,0,0,0,0,0,0,154
2019-12-16 00:00:00.000,0,0,0,0,0,0,0,0,4878
2020-02-10 00:00:00.000,0,0,0,0,0,0,0,0,4925
2020-06-15 00:00:00.000,3,0,0,0,1,0,0,0,699
2020-06-08 00:00:00.000,0,0,0,1,0,0,0,1,2140
2019-03-04 00:00:00.000,1215,42,380,13,14,8,10,3,118
