IS_CUSTOMER_TS,ACTIONS_CRM_CONTACTS,ACTIONS_CRM_COMPANIES,ACTIONS_CRM_DEALS,ACTIONS_EMAIL,USERS_CRM_CONTACTS,USERS_CRM_COMPANIES,USERS_CRM_DEALS,USERS_EMAIL,ALEXA_RANK_final,Employee_Range_Final,Industry_final
N,0,0,0,0,0,0,0,0,5197760,2 to 5,
N,0,0,0,0,0,0,0,0,302983,1001 to 10000,PRIMARY_SECONDARY_EDUCATION
N,6,0,0,0,1,0,0,0,16000001,11 to 25,IMPORT_AND_EXPORT
N,1,0,0,0,1,0,0,0,16000001,,
N,0,0,0,0,0,0,0,0,8197,201 to 1000,Finance & Insurance
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,1,0,0,0,1,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,75172,"10,001 or more",HOSPITALITY
N,6.636363636363637,0,0,0,0.6363636363636364,0,0,0,16000001,1,
N,3.5555555555555554,5.7555555555555555,15.4,0,0.5111111111111111,0.8444444444444444,1.6222222222222222,0,7738855,11 to 25,COMPUTER_SOFTWARE
N,4.571428571428571,1,0,0.7142857142857143,0.8571428571428571,0.14285714285714285,0,0.2857142857142857,16000001,2 to 5,
N,10.428571428571429,9.857142857142858,0.42857142857142855,0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0,16000001,6 to 10,MARKETING_AND_ADVERTISING
N,9.666666666666666,0,0,0,1,0,0,0,16000001,,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,622,1001 to 10000,Technology - Software
N,0,0,0,0,0,0,0,0,16000001,,
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,138261,1001 to 10000,Non-Profit/Educational Institution
N,0,0,0,0,0,0,0,0,16000001,,
N,1,0,0,0,1,0,0,0,16000001,6 to 10,
N,1,0,0,0,1,0,0,0,16000001,2 to 5,
N,1.1176470588235294,0.6470588235294118,0,1.0588235294117647,0.47058823529411764,0.29411764705882354,0,0.5882352941176471,16000001,2 to 5,
N,0.39285714285714285,0,0,0,0.14285714285714285,0,0,0,16000001,,
N,0,0,3,0,0,0,1,0,952786,26 to 50,Information Technology & Services
N,0,0,0,0,0,0,0,0,363530,6 to 10,
N,2,0,0,0,1,0,0,0,16000001,6 to 10,
N,5.090909090909091,0.09090909090909091,0,0,0.6363636363636364,0.09090909090909091,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,1,
N,14,1,1,0,1,1,1,0,16000001,6 to 10,COMPUTER_SOFTWARE
N,0,0,0,0,0,0,0,0,16000001,1001 to 10000,
N,18.89830508474576,14.864406779661017,36.16949152542373,0,2.389830508474576,1.4067796610169492,3.4915254237288136,0,9493029,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,51 to 200,
N,0,0,0,0,0,0,0,0,595918,6 to 10,
N,3.75,0,4.875,0,0.75,0,0.875,0,1028080,6 to 10,
N,0.4444444444444444,0,0,0,0.3333333333333333,0,0,0,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,17645,1001 to 10000,Non-Profit/Educational Institution
N,2.75,3.5,0,0,0.5,0.5,0,0,16000001,2 to 5,
N,0.5,0,0,0.16666666666666666,0.16666666666666666,0,0,0.16666666666666666,16000001,,
N,2.4,10.2,0.2,0,0.2,1,0.2,0,16000001,,
N,0,0,0,0,0,0,0,0,,,COMPUTER_SOFTWARE
N,0,0,0,0,0,0,0,0,6146532,26 to 50,
N,0,0,0,0,0,0,0,0,16000001,,
N,4.3,0.1,0,0.1,1,0.1,0,0.1,16000001,6 to 10,
N,3,0,0,0,1,0,0,0,16000001,26 to 50,RESTAURANTS
N,1,3.875,1.375,0.375,0.5,0.375,0.5,0.25,16000001,6 to 10,
N,1.4444444444444444,0,0,0.3333333333333333,0.5555555555555556,0,0,0.3333333333333333,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,3773039,51 to 200,
N,1,0,0,0,1,0,0,0,16000001,1,
N,10.5,0,0,0,1,0,0,0,16000001,6 to 10,
N,5,0,0,0,1,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,107719,6 to 10,REAL_ESTATE
N,1.1764705882352942,1.2941176470588236,0.23529411764705882,0,0.17647058823529413,0.11764705882352941,0.17647058823529413,0,16000001,2 to 5,
N,0.8888888888888888,0.7777777777777778,1,0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,26 to 50,MARKETING_AND_ADVERTISING
N,0,0,0,0,0,0,0,0,73836,2 to 5,
N,9.5,0,0.5,0,1,0,0.5,0,5458691,26 to 50,
N,2.9130434782608696,1.434782608695652,0.08695652173913043,0,0.4782608695652174,0.43478260869565216,0.08695652173913043,0,16000001,2 to 5,
N,60.39393939393939,23.37878787878788,36.484848484848484,0,1.4393939393939394,0.3939393939393939,1.3636363636363635,0,16000001,26 to 50,
N,0,0,0,0,0,0,0,0,6763964,1001 to 10000,COMPUTER_SOFTWARE
N,3,0,0,0,1,0,0,0,16000001,26 to 50,
N,2,0,0,0,1,0,0,0,16000001,2 to 5,
N,1,0,0,0,1,0,0,0,16000001,6 to 10,
N,1,0,0,0,1,0,0,0,16000001,6 to 10,
N,0,0,2,0,0,0,1,0,16000001,11 to 25,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,3169605,2 to 5,
N,1,1,0,0,1,1,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,487,201 to 1000,
N,0,0,0,0,0,0,0,0,16000001,11 to 25,
N,6.114285714285714,0,0.02857142857142857,0.5714285714285714,1.2857142857142858,0,0.02857142857142857,0.2857142857142857,16000001,2 to 5,
N,1.8333333333333333,0.027777777777777776,0,0.19444444444444445,0.4722222222222222,0.027777777777777776,0,0.05555555555555555,2455365,26 to 50,COMPUTER_NETWORK_SECURITY
N,0,0,0,0,0,0,0,0,16000001,6 to 10,MARKETING_AND_ADVERTISING
N,0.5,0,0,0,0.5,0,0,0,16000001,6 to 10,
N,0.15789473684210525,0,0,0,0.15789473684210525,0,0,0,16000001,11 to 25,EDUCATION_MANAGEMENT
N,7.933333333333334,15.3,0,0,1.4333333333333333,1.2666666666666666,0,0,16000001,6 to 10,
N,0.5,0,0,0,0.25,0,0,0,5496420,26 to 50,
N,0,0,0,0,0,0,0,0,,1001 to 10000,COMPUTER_SOFTWARE
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,2993136,26 to 50,INFORMATION_TECHNOLOGY_AND_SERVICES
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,16000001,,
N,6.333333333333333,0,0,0,0.6666666666666666,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,11 to 25,
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,237559,51 to 200,HIGHER_EDUCATION
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,587076,26 to 50,ACCOUNTING
N,0,0,0,0,0,0,0,0,3955222,26 to 50,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,1,0,0,0,1,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,15.242424242424242,0.8787878787878788,3.4545454545454546,0.15151515151515152,1.0303030303030303,0.36363636363636365,0.6363636363636364,0.09090909090909091,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,1,
N,65.05882352941177,3.176470588235294,1.1764705882352942,13.764705882352942,2.2941176470588234,1,0.23529411764705882,1.1764705882352942,16000001,2 to 5,
N,0.16,0,0,0,0.04,0,0,0,89232,51 to 200,
N,0,0,0,0,0,0,0,0,,1,
N,56.60606060606061,3.787878787878788,0.030303030303030304,0.15151515151515152,0.7272727272727273,0.5757575757575758,0.030303030303030304,0.09090909090909091,4510295,26 to 50,
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,512970,26 to 50,
N,14.375,1.25,3.875,0.75,2,0.625,0.75,0.25,3139121,26 to 50,COMPUTER_SOFTWARE
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,0.5,0,0,0,0.5,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,,
N,0,0,0,0,0,0,0,0,16000001,11 to 25,
N,0,0,0,0,0,0,0,0,2552161,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,,
N,0.5,0,0,0,0.5,0,0,0,16000001,51 to 200,
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,1,0,0,0,0.5,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,11,1,0,0,1,1,0,0,16000001,,
N,3,0.5,0.16666666666666666,0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,,
N,0.5,0,0,0,0.3333333333333333,0,0,0,7482707,6 to 10,
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,51 to 200,FOOD_BEVERAGES
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,201 to 1000,
N,32,0,0,0,1,0,0,0,16000001,2 to 5,
N,0.23076923076923078,0,0,0,0.07692307692307693,0,0,0,542012,201 to 1000,Other
N,0,0,0,0,0,0,0,0,542012,201 to 1000,Other
N,1,2,0,0,1,1,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,76177,1001 to 10000,HIGHER_EDUCATION
N,26.6734693877551,0,0,0,0.9183673469387755,0,0,0,3134837,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,1,
N,1.5,0,0,0,1,0,0,0,16000001,1,
N,1,0,0,0,0.2857142857142857,0,0,0,16000001,1,
N,4.416666666666667,2.4166666666666665,7.916666666666667,0,0.5833333333333334,0.4166666666666667,0.75,0,16000001,51 to 200,
N,1.3333333333333333,0.6666666666666666,0,0,0.3333333333333333,0.3333333333333333,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,16000001,,
N,0,0,0,0,0,0,0,0,7913657,26 to 50,
N,0,0,0,0,0,0,0,0,15,11 to 25,Consumer Products
N,0,0,0,0,0,0,0,0,16000001,,
N,0.6666666666666666,2.6666666666666665,0,0,0.3333333333333333,0.3333333333333333,0,0,16000001,,
N,0,0,0,0,0,0,0,0,1356896,26 to 50,CONSUMER_SERVICES
N,0,0,0,0,0,0,0,0,2118,201 to 1000,REAL_ESTATE
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,0,0.25,0,0,0,0.25,0,0,1736780,6 to 10,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,6301278,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,26 to 50,
N,0,0,0,0,0,0,0,0,16000001,1,
N,13.56,0.08,0,1.68,1.88,0.04,0,0.48,1692234,26 to 50,Technology - Software
N,0,0,0,0,0,0,0,0,16000001,,
N,72.875,0.375,1.875,3.3125,3.75,0.25,0.5625,1.375,2611220,51 to 200,COMPUTER_SOFTWARE
N,7.666666666666667,1.3333333333333333,0,0,0.8333333333333334,0.5,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,911217,2 to 5,NON_PROFIT_ORGANIZATION_MANAGEMENT
N,0,0,0,0,0,0,0,0,51305,201 to 1000,BANKING
N,0,0,0,0,0,0,0,0,16000001,1,
N,0.5,0,0,0,0.5,0,0,0,16000001,6 to 10,
N,0.3333333333333333,0.5,35.75,0,0.25,0.25,0.9166666666666666,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,205171,51 to 200,
N,0,0,0,0,0,0,0,0,6065174,6 to 10,
N,3.1228070175438596,0.03508771929824561,0,0.8070175438596491,0.8421052631578947,0.03508771929824561,0,0.3508771929824561,1838428,201 to 1000,Other
N,2,0,0.5,0,1,0,0.5,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,1001 to 10000,
N,2.787878787878788,0.6363636363636364,0.06060606060606061,0.09090909090909091,0.6666666666666666,0.18181818181818182,0.06060606060606061,0.06060606060606061,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,9003395,6 to 10,
N,0,0,0,0,0,0,0,0,16000001,,
N,12.2,8.6,6.6,0,2,1.6,1.6,0,16000001,11 to 25,
N,3.5,0,0,0,1,0,0,0,3567525,51 to 200,HIGHER_EDUCATION
N,0.3333333333333333,0,0,0,0.3333333333333333,0,0,0,4818219,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,,
N,0,1,0,0,0,1,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,0.42857142857142855,0.09523809523809523,2.8095238095238093,0,0.38095238095238093,0.047619047619047616,0.38095238095238093,0,4543703,26 to 50,
N,0,0,0,0,0,0,0,0,2003492,26 to 50,
N,66.16666666666667,0.5,0,0,1.8333333333333333,0.16666666666666666,0,0,7280950,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,,
N,5,0,0,0,1,0,0,0,16000001,"10,001 or more",
N,0.6666666666666666,0,0,0,0.3333333333333333,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,,1,
N,0,0,0,0,0,0,0,0,7675598,,
N,0,0,0,0,0,0,0,0,16000001,1001 to 10000,COMPUTER_SOFTWARE
N,14.125,1,0,0,0.75,0.25,0,0,496787,51 to 200,HIGHER_EDUCATION
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0.11764705882352941,0,0,0.11764705882352941,0.058823529411764705,0,0,0.058823529411764705,13433,201 to 1000,Education
N,42.872727272727275,0,3.4545454545454546,0,1.2727272727272727,0,0.6545454545454545,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0.13043478260869565,0,0,0,0.08695652173913043,0,0,0,5429155,51 to 200,
N,13.90625,0.1875,0.15625,1.65625,0.9375,0.125,0.125,0.46875,1144366,2 to 5,MENTAL_HEALTH_CARE
N,0,0,0,0,0,0,0,0,16000001,26 to 50,
N,0,0,0,0,0,0,0,0,2483778,201 to 1000,HIGHER_EDUCATION
N,0,0,0,0,0,0,0,0,31506,1001 to 10000,Non-Profit/Educational Institution
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,,
N,0,0,0,0,0,0,0,0,26675,1001 to 10000,Education
N,1,0,0,0,1,0,0,0,16000001,6 to 10,
N,1,0,0,0,1,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,1936058,26 to 50,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,431252,1001 to 10000,ELECTRICAL_ELECTRONIC_MANUFACTURING
N,1,1,0,0,1,1,0,0,16000001,2 to 5,
N,2,0,0,0,1,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,1271752,201 to 1000,
N,0.3333333333333333,0,0,0,0.3333333333333333,0,0,0,6188074,2 to 5,
N,0.25,0,0,0,0.25,0,0,0,16000001,6 to 10,
N,2.2941176470588234,0.23529411764705882,1.3529411764705883,0,0.35294117647058826,0.058823529411764705,0.29411764705882354,0,16000001,,
N,0,0,0,0,0,0,0,0,2543052,51 to 200,
N,0.5,4,0,0,0.2,1,0,0,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,8750723,51 to 200,RELIGIOUS_INSTITUTIONS
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,520952,26 to 50,Technology - Software
N,0,0,0,0,0,0,0,0,16000001,1,
N,5.25,4.25,0.53125,0,0.4375,0.375,0.15625,0,16000001,1,
N,0,0.3333333333333333,0,0,0,0.3333333333333333,0,0,16000001,6 to 10,
N,2.25,0.25,0,0,0.25,0.25,0,0,16000001,"10,001 or more",
N,0.3333333333333333,0,0,0,0.3333333333333333,0,0,0,16000001,2 to 5,
N,6,0,0,0.5,0.5,0,0,0.5,5527677,1,
N,1,1,0,0,1,1,0,0,16000001,6 to 10,
N,6.9,2.2,17,0,1,0.4,1.1,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,69494,51 to 200,HIGHER_EDUCATION
N,0,0,0,0,0,0,0,0,16000001,6 to 10,INFORMATION_TECHNOLOGY_AND_SERVICES
N,0,0,0,0,0,0,0,0,1631695,11 to 25,FINANCIAL_SERVICES
N,1.5,0,0,0,0.5,0,0,0,16000001,26 to 50,
N,0,0,0,0,0,0,0,0,1998,1001 to 10000,Banking/Financial Services
N,4,2,0,0,1,1,0,0,16000001,,
N,0,0,0,0,0,0,0,0,16000001,26 to 50,
N,5,0,0,0,1,0,0,0,7858886,51 to 200,CIVIL_ENGINEERING
N,1,0,0,0,1,0,0,0,8046346,26 to 50,Technology - Software
N,12.789473684210526,12.342105263157896,11.710526315789474,0,1.6842105263157894,1.5,1.736842105263158,0,16000001,26 to 50,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,5,0,4,0,1,0,1,0,16000001,2 to 5,
N,0.041666666666666664,0,0,0,0.041666666666666664,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,51 to 200,
N,0,0,0,0,0,0,0,0,16000001,,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,18,0,7.916666666666667,0.6666666666666666,1,0,0.4166666666666667,0.4166666666666667,16000001,2 to 5,
N,31.73076923076923,0.6538461538461539,13.5,0,0.46153846153846156,0.15384615384615385,0.23076923076923078,0,16000001,26 to 50,
N,0.75,0,2.25,0.25,0.25,0,1,0.25,16000001,11 to 25,ENVIRONMENTAL_SERVICES
N,6.214285714285714,0,0,0,0.9285714285714286,0,0,0,16000001,1,
N,4.25,0.5,0,0,0.75,0.5,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0.4666666666666667,0,0,0,0.2,0,0,0,6800668,6 to 10,
N,0,0,0,0,0,0,0,0,16000001,26 to 50,
N,0,0,0,0,0,0,0,0,21340,51 to 200,INFORMATION_TECHNOLOGY_AND_SERVICES
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,71,9.333333333333334,0,0,0.6666666666666666,0.3333333333333333,0,0,16000001,51 to 200,
N,0,0,0,0,0,0,0,0,16000001,11 to 25,
N,0,0,0,0,0,0,0,0,16000001,11 to 25,
N,0,0,0,0,0,0,0,0,115,11 to 25,COMPUTER_SOFTWARE
N,0,0,0,0,0,0,0,0,16000001,11 to 25,
N,1,0,0,0,0.5,0,0,0,16000001,1,
N,2,0,0,0,1,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0.2,0,0,0,0.2,0,0,0,1518076,26 to 50,
N,1.3333333333333333,0,0,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,11 to 25,MARKETING_AND_ADVERTISING
N,0.25,0,0,0,0.25,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0.896551724137931,0.7241379310344828,8.275862068965518,0,0.27586206896551724,0.20689655172413793,1,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,26 to 50,
N,1,0,0,0,1,0,0,0,8147480,6 to 10,
N,1,0,0,0,1,0,0,0,1269016,26 to 50,CONSUMER_GOODS
N,0,0,0,0,0,0,0,0,16000001,51 to 200,
N,0,0,0,0,0,0,0,0,16000001,,
N,0,0,0,0,0,0,0,0,7423901,1001 to 10000,
N,1,0,0,0,1,0,0,0,16000001,6 to 10,
N,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,0.3333333333333333,0,0,16000001,51 to 200,Finance and Insurance
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,2.2,0.2,0,0,0.6,0.2,0,0,16000001,1,
N,2.95,2,0.05,0,0.9,0.6,0.05,0,16000001,26 to 50,
N,0,0,0,0,0,0,0,0,16000001,,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,1.3333333333333333,0,0,0,0.3333333333333333,0,0,0,16000001,11 to 25,
N,1,0,0,0,1,0,0,0,16000001,26 to 50,
N,0,0,0,0,0,0,0,0,2124,51 to 200,Technology - Software
N,0,0,0,0,0,0,0,0,16000001,1,
N,2,0,0,0,1,0,0,0,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,16000001,51 to 200,COMPUTER_HARDWARE
N,2,0,0,0,0.3333333333333333,0,0,0,16000001,,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0.5294117647058824,0.23529411764705882,2.9411764705882355,0,0.17647058823529413,0.058823529411764705,0.7058823529411765,0,1425350,201 to 1000,FOOD_BEVERAGES
N,0,0,0,0,0,0,0,0,16000001,201 to 1000,EVENTS_SERVICES
N,0,0,0,0,0,0,0,0,16000001,"10,001 or more",HIGHER_EDUCATION
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,18,0,0,0,4,0,0,0,16000001,26 to 50,
N,1,0,0,4,1,0,0,1,6256927,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,8,3,38.22222222222222,0,1,0.5555555555555556,1.2222222222222223,0,16000001,2 to 5,
N,2.3333333333333335,3.3333333333333335,0,0,0.3333333333333333,0.6666666666666666,0,0,4441425,6 to 10,
N,0.2916666666666667,0,0,0.041666666666666664,0.16666666666666666,0,0,0.041666666666666664,16000001,2 to 5,
N,0,0,11.666666666666666,0,0,0,1,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,4500658,26 to 50,
N,0,0,0,0,0,0,0,0,109802,"10,001 or more",
N,0.25,0,0,0,0.25,0,0,0,870495,51 to 200,
N,4,8,0,0,1,1,0,0,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,2273125,6 to 10,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,,
N,1,0,0,0,0.5,0,0,0,817667,6 to 10,
N,0.45454545454545453,0,0,0,0.18181818181818182,0,0,0,16000001,26 to 50,
N,1.5833333333333333,0,0,0,0.25,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,11 to 25,
N,2.21875,11.125,2.6875,0,0.5625,0.75,0.125,0,16000001,6 to 10,
N,4.666666666666667,0,0,0,0.3333333333333333,0,0,0,42051,1001 to 10000,HIGHER_EDUCATION
N,0,0,0.3333333333333333,0,0,0,0.3333333333333333,0,42051,1001 to 10000,HIGHER_EDUCATION
N,1,0,0,0,1,0,0,0,5708809,26 to 50,MARKETING_AND_ADVERTISING
N,0,0,0,0,0,0,0,0,16000001,51 to 200,WHOLESALE
N,0.2222222222222222,4.888888888888889,0,0,0.2222222222222222,0.5555555555555556,0,0,16000001,2 to 5,
N,1.2,5.4,0,0,0.6,1,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,4143516,201 to 1000,
N,0,0,0,0,0,0,0,0,2211089,201 to 1000,INSURANCE
N,0,0,0,0,0,0,0,0,16000001,11 to 25,
N,0,0,0,0,0,0,0,0,16000001,,FINANCIAL_SERVICES
N,5.75,0,0,0.6666666666666666,0.75,0,0,0.4166666666666667,16000001,,
N,0,0,0,0,0,0,0,0,16000001,,
N,0.4,0,0,0.2,0.2,0,0,0.2,,,
N,2,0,0,0,1,0,0,0,16000001,51 to 200,MECHANICAL_OR_INDUSTRIAL_ENGINEERING
N,0,0,0,0,0,0,0,0,16000001,6 to 10,HEALTH_WELLNESS_AND_FITNESS
N,2,0,0,0,1,0,0,0,3028274,1001 to 10000,
N,0,0,0,0,0,0,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,0.10714285714285714,0.03571428571428571,0,0,0.03571428571428571,0.03571428571428571,0,0,1373138,1,
N,77.33333333333333,118.66666666666667,0,0,2,2,0,0,289485,6 to 10,COMPUTER_SOFTWARE
N,0.375,0,3.875,0,0.25,0,0.375,0,16000001,2 to 5,
N,3,0.75,0.75,0,0.75,0.75,0.5,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,1,0,0,0,1,0,0,0,208232,"10,001 or more",
N,0,0,0,0,0,0,0,0,16000001,,
N,3,2.3333333333333335,0,0,0.3333333333333333,0.6666666666666666,0,0,16000001,1,
N,0,0,0,0,0,0,0,0,9112011,2 to 5,
N,2.5,2.3333333333333335,0.5,0,0.5,0.3333333333333333,0.16666666666666666,0,16000001,11 to 25,
N,0,0,0,0,0,0,0,0,2526707,26 to 50,BIOTECHNOLOGY
N,0,0,0,0,0,0,0,0,8759677,6 to 10,
N,0,0,0,0,0,0,0,0,460617,51 to 200,
N,0,0,0,0,0,0,0,0,24,51 to 200,Other
N,0,0,27.571428571428573,0,0,0,1,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,16000001,2 to 5,
N,0,0,0,0,0,0,0,0,1837754,1001 to 10000,
N,1,0,0,0,1,0,0,0,13989,1001 to 10000,RESEARCH
N,1.5,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.5,0.16666666666666666,0.16666666666666666,16000001,51 to 200,
N,0,0,0,0,0,0,0,0,5114199,51 to 200,COMPUTER_SOFTWARE
N,6,3,0,0,1,1,0,0,1514327,11 to 25,INFORMATION_TECHNOLOGY_AND_SERVICES
N,3.5,1,0,0,1,0.5,0,0,10516562,1001 to 10000,
N,0,0,0,0,0,0,0,0,72672,51 to 200,HIGHER_EDUCATION
N,1.5,0.5,0,0,1,0.5,0,0,,1001 to 10000,COMPUTER_SOFTWARE
N,2,0,0,0,1,0,0,0,16000001,6 to 10,
N,1,0,0,0,0.5,0,0,0,16000001,2 to 5,
N,1.5789473684210527,0,0.05263157894736842,0,0.3684210526315789,0,0.05263157894736842,0,16000001,26 to 50,
N,0,0,0,0,0,0,0,0,16000001,1,
N,1.1951219512195121,0.07317073170731707,1.9024390243902438,0.04878048780487805,0.4146341463414634,0.07317073170731707,0.34146341463414637,0.024390243902439025,16000001,51 to 200,
N,0,0,0,0,0,0,0,0,16000001,201 to 1000,FINANCIAL_SERVICES
N,0,0,0,0,0,0,0,0,2623758,26 to 50,Other
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,0,0,0,0,0,0,0,0,16000001,6 to 10,
N,27,0,0,0,1,0,0,0,16000001,6 to 10,
N,1.6666666666666667,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0,0,4139066,51 to 200,LEISURE_TRAVEL_TOURISM
